,OptMethod,LineSearch,tol,c1,c2,hf_criterion,entropy,num_iter,oracle_calls,time,rk
0,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.6931471805579457,1,1,0.0009970664978027344,1.0
1,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.5349965883128205,2,4,0.0019943714141845703,0.08834405980639896
2,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.3978534403899163,3,7,0.0029916763305664062,0.02236387963931182
3,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.3507848150583827,4,10,0.00498652458190918,0.0015021022205264042
4,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.3194990631119591,5,13,0.00997304916381836,0.0001525079713680925
5,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.30355407980079624,6,16,0.01495981216430664,1.9615818114223798e-05
6,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.2998790818346292,7,19,0.023935556411743164,6.02588139320602e-07
7,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.29859185202845856,8,22,0.038927555084228516,2.5840077129155613e-08
8,conjugate_gradient,golden_section,1e-08,0.25,,num2006,0.29814613629309933,9,25,0.060865163803100586,9.357282138761668e-10
9,conjugate_gradient,brent,1e-08,0.25,,num2006,0.6931471805579457,1,1,0.0,1.0
10,conjugate_gradient,brent,1e-08,0.25,,num2006,0.5349965883128205,2,4,0.0009982585906982422,0.08834405980639896
11,conjugate_gradient,brent,1e-08,0.25,,num2006,0.3978534403899163,3,7,0.0029921531677246094,0.02236387963931182
12,conjugate_gradient,brent,1e-08,0.25,,num2006,0.3507848150583827,4,10,0.004641294479370117,0.0015021022205264042
13,conjugate_gradient,brent,1e-08,0.25,,num2006,0.3194990631119591,5,13,0.009654760360717773,0.0001525079713680925
14,conjugate_gradient,brent,1e-08,0.25,,num2006,0.30355407980079624,6,16,0.01464223861694336,1.9615818114223798e-05
15,conjugate_gradient,brent,1e-08,0.25,,num2006,0.2998790818346292,7,19,0.0235898494720459,6.02588139320602e-07
16,conjugate_gradient,brent,1e-08,0.25,,num2006,0.29859185202845856,8,22,0.0375523567199707,2.5840077129155613e-08
17,conjugate_gradient,brent,1e-08,0.25,,num2006,0.29814613629309933,9,25,0.05852675437927246,9.357282138761668e-10
18,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.6931471805579457,1,1,0.0009698867797851562,1.0
19,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.5349965883128205,2,4,0.0019941329956054688,0.08834405980639896
20,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.3978534403899163,3,7,0.0029916763305664062,0.02236387963931182
21,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.3507848150583827,4,10,0.004987478256225586,0.0015021022205264042
22,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.3194990631119591,5,13,0.009945392608642578,0.0001525079713680925
23,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.30355407980079624,6,16,0.014932632446289062,1.9615818114223798e-05
24,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.2998790818346292,7,19,0.02390909194946289,6.02588139320602e-07
25,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.29859185202845856,8,22,0.03789806365966797,2.5840077129155613e-08
26,conjugate_gradient,dbrent,1e-08,0.25,,num2006,0.29814613629309933,9,25,0.059351444244384766,9.357282138761668e-10
27,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.6931471805579457,1,1,0.000997304916381836,1.0
28,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.5349965883128205,2,4,0.001994609832763672,0.08834405980639896
29,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.3978534403899163,3,7,0.0029823780059814453,0.02236387963931182
30,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.3507848150583827,4,10,0.00498652458190918,0.0015021022205264042
31,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.3194990631119591,5,13,0.008976459503173828,0.0001525079713680925
32,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.30355407980079624,6,16,0.014932394027709961,1.9615818114223798e-05
33,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.2998790818346292,7,19,0.02390909194946289,6.02588139320602e-07
34,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.29859185202845856,8,22,0.03787064552307129,2.5840077129155613e-08
35,conjugate_gradient,armijo,1e-08,0.25,,num2006,0.29814613629309933,9,25,0.05981254577636719,9.357282138761668e-10
36,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.6931471805579457,1,1,0.0,1.0
37,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.5349965883128205,2,4,0.000997304916381836,0.08834405980639896
38,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.3978534403899163,3,7,0.002991914749145508,0.02236387963931182
39,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.3507848150583827,4,10,0.004986763000488281,0.0015021022205264042
40,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.3194990631119591,5,13,0.009003877639770508,0.0001525079713680925
41,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.30355407980079624,6,16,0.014960527420043945,1.9615818114223798e-05
42,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.2998790818346292,7,19,0.023560523986816406,6.02588139320602e-07
43,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.29859185202845856,8,22,0.03748917579650879,2.5840077129155613e-08
44,conjugate_gradient,wolfe,1e-08,0.0001,0.9,num2006,0.29814613629309933,9,25,0.05840611457824707,9.357282138761668e-10
45,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.6931471805579457,1,1,0.03194236755371094,1.0
46,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.36688934756270053,2,4,0.032939910888671875,9563422230655.688
47,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.33129304657867104,3,7,0.033937692642211914,1319477836291.1392
48,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.3142853565555706,4,10,0.03792524337768555,56225470369.891884
49,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.3027310156454545,5,13,0.04288482666015625,15374957858.575989
50,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.29979043634787333,6,16,0.04889631271362305,610731265.0049071
51,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2985947885307517,7,19,0.061861515045166016,17584523.702423807
52,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.29814130463046773,8,22,0.08679461479187012,699219.2956868033
53,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2979746065981158,9,25,0.11568975448608398,36914.74063103879
54,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2979124075723187,10,28,0.1466071605682373,1853.97048610838
55,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2978891917056012,11,31,0.1825106143951416,74.2611548147746
56,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2978805395904478,12,34,0.2274184226989746,2.035325878997148
57,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.29787733333124256,13,37,0.28626108169555664,0.04745004657476832
58,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.29787614401524093,14,40,0.3570437431335449,0.002636436837525368
59,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.29787570124129614,15,43,0.4338393211364746,0.0005548928459642055
60,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2978755361613632,16,46,0.5216033458709717,6.642068330450918e-06
61,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2978754747936335,17,49,0.6183452606201172,6.745753725261978e-07
62,conjugate_gradient,golden_section,1e-08,0.25,,tol,0.2978754520848684,18,52,0.7360293865203857,6.2870657831199335e-09
63,conjugate_gradient,brent,1e-08,0.25,,tol,0.6931471805579457,1,1,0.030917644500732422,1.0
64,conjugate_gradient,brent,1e-08,0.25,,tol,0.36688934756270053,2,4,0.03191518783569336,9563422230655.688
65,conjugate_gradient,brent,1e-08,0.25,,tol,0.33129304657867104,3,7,0.03393721580505371,1319477836291.1392
66,conjugate_gradient,brent,1e-08,0.25,,tol,0.3142853565555706,4,10,0.03690195083618164,56225470369.891884
67,conjugate_gradient,brent,1e-08,0.25,,tol,0.3027310156454545,5,13,0.0419158935546875,15374957858.575989
68,conjugate_gradient,brent,1e-08,0.25,,tol,0.29979043634787333,6,16,0.04790043830871582,610731265.0049071
69,conjugate_gradient,brent,1e-08,0.25,,tol,0.2985947885307517,7,19,0.061862945556640625,17584523.702423807
70,conjugate_gradient,brent,1e-08,0.25,,tol,0.29814130463046773,8,22,0.08579826354980469,699219.2956868033
71,conjugate_gradient,brent,1e-08,0.25,,tol,0.2979746065981158,9,25,0.11472272872924805,36914.74063103879
72,conjugate_gradient,brent,1e-08,0.25,,tol,0.2979124075723187,10,28,0.14620256423950195,1853.97048610838
73,conjugate_gradient,brent,1e-08,0.25,,tol,0.2978891917056012,11,31,0.18207716941833496,74.2611548147746
74,conjugate_gradient,brent,1e-08,0.25,,tol,0.2978805395904478,12,34,0.22897982597351074,2.035325878997148
75,conjugate_gradient,brent,1e-08,0.25,,tol,0.29787733333124256,13,37,0.286329984664917,0.04745004657476832
76,conjugate_gradient,brent,1e-08,0.25,,tol,0.29787614401524093,14,40,0.35911107063293457,0.002636436837525368
77,conjugate_gradient,brent,1e-08,0.25,,tol,0.29787570124129614,15,43,0.43749046325683594,0.0005548928459642055
78,conjugate_gradient,brent,1e-08,0.25,,tol,0.2978755361613632,16,46,0.5272769927978516,6.642068330450918e-06
79,conjugate_gradient,brent,1e-08,0.25,,tol,0.2978754747936335,17,49,0.6230216026306152,6.745753725261978e-07
80,conjugate_gradient,brent,1e-08,0.25,,tol,0.2978754520848684,18,52,0.7378349304199219,6.2870657831199335e-09
81,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.6931471805579457,1,1,0.030917644500732422,1.0
82,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.36688934756270053,2,4,0.03191423416137695,9563422230655.688
83,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.33129304657867104,3,7,0.03291201591491699,1319477836291.1392
84,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.3142853565555706,4,10,0.03689837455749512,56225470369.891884
85,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.3027310156454545,5,13,0.041887521743774414,15374957858.575989
86,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.29979043634787333,6,16,0.04787302017211914,610731265.0049071
87,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2985947885307517,7,19,0.06180691719055176,17584523.702423807
88,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.29814130463046773,8,22,0.08674001693725586,699219.2956868033
89,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2979746065981158,9,25,0.11519694328308105,36914.74063103879
90,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2979124075723187,10,28,0.1460864543914795,1853.97048610838
91,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2978891917056012,11,31,0.1819906234741211,74.2611548147746
92,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2978805395904478,12,34,0.22745895385742188,2.035325878997148
93,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.29787733333124256,13,37,0.28729963302612305,0.04745004657476832
94,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.29787614401524093,14,40,0.3581099510192871,0.002636436837525368
95,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.29787570124129614,15,43,0.43387937545776367,0.0005548928459642055
96,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2978755361613632,16,46,0.521643877029419,6.642068330450918e-06
97,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2978754747936335,17,49,0.618412971496582,6.745753725261978e-07
98,conjugate_gradient,dbrent,1e-08,0.25,,tol,0.2978754520848684,18,52,0.7341039180755615,6.2870657831199335e-09
99,conjugate_gradient,armijo,1e-08,0.25,,tol,0.6931471805579457,1,1,0.030914306640625,1.0
100,conjugate_gradient,armijo,1e-08,0.25,,tol,0.36688934756270053,2,4,0.03291153907775879,9563422230655.688
101,conjugate_gradient,armijo,1e-08,0.25,,tol,0.33129304657867104,3,7,0.03390622138977051,1319477836291.1392
102,conjugate_gradient,armijo,1e-08,0.25,,tol,0.3142853565555706,4,10,0.03789544105529785,56225470369.891884
103,conjugate_gradient,armijo,1e-08,0.25,,tol,0.3027310156454545,5,13,0.04188394546508789,15374957858.575989
104,conjugate_gradient,armijo,1e-08,0.25,,tol,0.29979043634787333,6,16,0.04786825180053711,610731265.0049071
105,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2985947885307517,7,19,0.06183433532714844,17584523.702423807
106,conjugate_gradient,armijo,1e-08,0.25,,tol,0.29814130463046773,8,22,0.08674025535583496,699219.2956868033
107,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2979746065981158,9,25,0.1156625747680664,36914.74063103879
108,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2979124075723187,10,28,0.14657974243164062,1853.97048610838
109,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2978891917056012,11,31,0.1825108528137207,74.2611548147746
110,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2978805395904478,12,34,0.22836041450500488,2.035325878997148
111,conjugate_gradient,armijo,1e-08,0.25,,tol,0.29787733333124256,13,37,0.28623485565185547,0.04745004657476832
112,conjugate_gradient,armijo,1e-08,0.25,,tol,0.29787614401524093,14,40,0.3570442199707031,0.002636436837525368
113,conjugate_gradient,armijo,1e-08,0.25,,tol,0.29787570124129614,15,43,0.43337321281433105,0.0005548928459642055
114,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2978755361613632,16,46,0.5231342315673828,6.642068330450918e-06
115,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2978754747936335,17,49,0.6238644123077393,6.745753725261978e-07
116,conjugate_gradient,armijo,1e-08,0.25,,tol,0.2978754520848684,18,52,0.7395546436309814,6.2870657831199335e-09
117,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.6931471805579457,1,1,0.031916141510009766,1.0
118,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.36688934756270053,2,4,0.03390860557556152,9563422230655.688
119,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.33129304657867104,3,7,0.034912109375,1319477836291.1392
120,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.3142853565555706,4,10,0.03892683982849121,56225470369.891884
121,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.3027310156454545,5,13,0.04291248321533203,15374957858.575989
122,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.29979043634787333,6,16,0.0498661994934082,610731265.0049071
123,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2985947885307517,7,19,0.06285905838012695,17584523.702423807
124,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.29814130463046773,8,22,0.08676815032958984,699219.2956868033
125,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2979746065981158,9,25,0.11568999290466309,36914.74063103879
126,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2979124075723187,10,28,0.14611387252807617,1853.97048610838
127,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2978891917056012,11,31,0.18201756477355957,74.2611548147746
128,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2978805395904478,12,34,0.22744536399841309,2.035325878997148
129,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.29787733333124256,13,37,0.28427886962890625,0.04745004657476832
130,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.29787614401524093,14,40,0.3556523323059082,0.002636436837525368
131,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.29787570124129614,15,43,0.43144774436950684,0.0005548928459642055
132,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2978755361613632,16,46,0.5192117691040039,6.642068330450918e-06
133,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2978754747936335,17,49,0.6159532070159912,6.745753725261978e-07
134,conjugate_gradient,wolfe,1e-08,0.0001,0.9,tol,0.2978754520848684,18,52,0.7296218872070312,6.2870657831199335e-09
135,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.6931471805579457,1,1,0.0009975433349609375,1.0
136,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.5349965883128205,2,4,0.0019948482513427734,0.08834405980639896
137,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.3978534403899163,3,7,0.002991914749145508,0.02236387963931182
138,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.3507848150583827,4,10,0.0050144195556640625,0.0015021022205264042
139,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.3194990631119591,5,13,0.009974002838134766,0.0001525079713680925
140,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.30355407980079624,6,16,0.014986991882324219,1.9615818114223798e-05
141,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.2998790818346292,7,19,0.02393651008605957,6.02588139320602e-07
142,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.29859185202845856,8,22,0.03792762756347656,2.5840077129155613e-08
143,conjugate_gradient,golden_section,1e-08,0.25,,norm,0.29814613629309933,9,25,0.05886983871459961,9.357282138761668e-10
144,conjugate_gradient,brent,1e-08,0.25,,norm,0.6931471805579457,1,1,0.0009953975677490234,1.0
145,conjugate_gradient,brent,1e-08,0.25,,norm,0.5349965883128205,2,4,0.001994609832763672,0.08834405980639896
146,conjugate_gradient,brent,1e-08,0.25,,norm,0.3978534403899163,3,7,0.0029921531677246094,0.02236387963931182
147,conjugate_gradient,brent,1e-08,0.25,,norm,0.3507848150583827,4,10,0.004987001419067383,0.0015021022205264042
148,conjugate_gradient,brent,1e-08,0.25,,norm,0.3194990631119591,5,13,0.008975982666015625,0.0001525079713680925
149,conjugate_gradient,brent,1e-08,0.25,,norm,0.30355407980079624,6,16,0.014960765838623047,1.9615818114223798e-05
150,conjugate_gradient,brent,1e-08,0.25,,norm,0.2998790818346292,7,19,0.02393794059753418,6.02588139320602e-07
151,conjugate_gradient,brent,1e-08,0.25,,norm,0.29859185202845856,8,22,0.036901235580444336,2.5840077129155613e-08
152,conjugate_gradient,brent,1e-08,0.25,,norm,0.29814613629309933,9,25,0.05881619453430176,9.357282138761668e-10
153,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.6931471805579457,1,1,0.0009970664978027344,1.0
154,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.5349965883128205,2,4,0.0019941329956054688,0.08834405980639896
155,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.3978534403899163,3,7,0.0029914379119873047,0.02236387963931182
156,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.3507848150583827,4,10,0.004985809326171875,0.0015021022205264042
157,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.3194990631119591,5,13,0.010002374649047852,0.0001525079713680925
158,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.30355407980079624,6,16,0.014959335327148438,1.9615818114223798e-05
159,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.2998790818346292,7,19,0.02393507957458496,6.02588139320602e-07
160,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.29859185202845856,8,22,0.03792548179626465,2.5840077129155613e-08
161,conjugate_gradient,dbrent,1e-08,0.25,,norm,0.29814613629309933,9,25,0.05986642837524414,9.357282138761668e-10
162,conjugate_gradient,armijo,1e-08,0.25,,norm,0.6931471805579457,1,1,0.0010013580322265625,1.0
163,conjugate_gradient,armijo,1e-08,0.25,,norm,0.5349965883128205,2,4,0.0020046234130859375,0.08834405980639896
164,conjugate_gradient,armijo,1e-08,0.25,,norm,0.3978534403899163,3,7,0.002992391586303711,0.02236387963931182
165,conjugate_gradient,armijo,1e-08,0.25,,norm,0.3507848150583827,4,10,0.005985736846923828,0.0015021022205264042
166,conjugate_gradient,armijo,1e-08,0.25,,norm,0.3194990631119591,5,13,0.009973526000976562,0.0001525079713680925
167,conjugate_gradient,armijo,1e-08,0.25,,norm,0.30355407980079624,6,16,0.014960050582885742,1.9615818114223798e-05
168,conjugate_gradient,armijo,1e-08,0.25,,norm,0.2998790818346292,7,19,0.02393627166748047,6.02588139320602e-07
169,conjugate_gradient,armijo,1e-08,0.25,,norm,0.29859185202845856,8,22,0.03789973258972168,2.5840077129155613e-08
170,conjugate_gradient,armijo,1e-08,0.25,,norm,0.29814613629309933,9,25,0.059839487075805664,9.357282138761668e-10
171,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.6931471805579457,1,1,0.0,1.0
172,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.5349965883128205,2,4,0.000997304916381836,0.08834405980639896
173,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.3978534403899163,3,7,0.0029642581939697266,0.02236387963931182
174,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.3507848150583827,4,10,0.0049588680267333984,0.0015021022205264042
175,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.3194990631119591,5,13,0.008948087692260742,0.0001525079713680925
176,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.30355407980079624,6,16,0.013934850692749023,1.9615818114223798e-05
177,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.2998790818346292,7,19,0.022911548614501953,6.02588139320602e-07
178,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.29859185202845856,8,22,0.03690075874328613,2.5840077129155613e-08
179,conjugate_gradient,wolfe,1e-08,0.0001,0.9,norm,0.29814613629309933,9,25,0.05884289741516113,9.357282138761668e-10
